time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,windspeed_10m_max
2024-09-19,14.4,7.2,2.2,1.76,31.2
2024-09-20,14.1,9.4,4.6,1.5,25.8
2024-09-21,15.1,8.5,0.2,2.71,16.4
2024-09-22,15.9,6.1,17.4,1.3,22.7
2024-09-23,14.6,6.8,0.7,2.1,23.6
2024-09-24,14.8,9.1,1.3,1.76,35.3
2024-09-25,14.9,4.6,0.0,2.59,21.7
2024-09-26,14.3,5.1,0.8,1.98,19.1
2024-09-27,14.1,6.8,8.6,1.75,33.5
2024-09-28,14.2,3.7,0.1,2.27,24.3
2024-09-29,14.4,6.1,0.0,2.42,30.0
2024-09-30,16.8,4.1,0.0,2.66,19.1
2024-10-01,16.1,7.7,0.4,2.1,17.6
2024-10-02,15.2,9.4,5.3,1.56,36.4
2024-10-03,17.1,5.9,44.7,2.16,40.5
2024-10-04,16.1,3.2,0.0,2.74,10.6
2024-10-05,17.0,5.9,18.3,2.34,21.1
2024-10-06,15.7,8.9,11.6,1.45,25.0
2024-10-07,15.9,11.4,22.1,1.09,29.9
2024-10-08,16.6,9.9,7.1,2.76,21.3
2024-10-09,14.1,8.1,3.9,2.21,28.4
2024-10-10,14.4,5.4,3.3,2.64,13.1
2024-10-11,16.0,4.5,4.7,3.21,14.9
2024-10-12,15.0,6.3,0.0,2.45,37.2
2024-10-13,15.1,10.0,7.5,2.03,20.4
2024-10-14,13.6,7.7,2.7,2.46,20.9
2024-10-15,16.3,7.3,0.0,2.66,25.0
2024-10-16,16.2,4.7,0.0,3.52,12.5
2024-10-17,16.5,4.7,0.0,3.13,10.7
2024-10-18,16.5,6.5,0.2,2.59,16.1
2024-10-19,16.9,8.0,0.1,3.13,15.2
2024-10-20,17.9,8.3,0.3,3.33,12.0
2024-10-21,17.6,9.9,0.0,3.0,21.4
2024-10-22,18.5,7.8,0.1,2.59,18.0
2024-10-23,17.9,9.4,0.4,2.8,16.6
2024-10-24,17.4,10.2,0.1,3.1,21.8
2024-10-25,20.0,11.8,0.4,2.77,24.6
2024-10-26,20.2,14.2,34.0,1.87,34.7
2024-10-27,17.6,10.0,3.3,3.2,27.2
2024-10-28,14.9,8.2,3.1,2.64,30.8
2024-10-29,16.6,10.3,14.3,2.74,28.4
2024-10-30,15.0,8.0,4.4,3.33,24.6
2024-10-31,16.0,9.5,0.6,2.65,24.5
2024-11-01,17.6,11.1,0.2,3.1,21.5
2024-11-02,18.0,11.0,3.2,2.78,26.9
2024-11-03,15.4,7.1,0.0,3.41,22.5
2024-11-04,16.3,6.0,0.2,3.24,20.0
2024-11-05,16.4,5.7,0.1,2.66,19.4
2024-11-06,18.2,10.9,1.1,2.24,11.0
2024-11-07,19.6,12.5,6.0,2.82,16.1
2024-11-08,19.4,10.9,2.2,3.32,19.8
2024-11-09,20.6,9.3,0.3,3.21,19.4
2024-11-10,19.8,13.6,13.9,1.82,20.4
2024-11-11,17.6,10.9,9.0,3.4,21.8
2024-11-12,19.2,8.8,2.0,3.64,17.1
2024-11-13,20.5,10.4,2.9,3.77,23.7
2024-11-14,19.0,14.4,9.8,1.5,30.0
2024-11-15,17.4,13.8,36.8,0.73,26.6
2024-11-16,18.1,12.1,0.2,3.67,26.8
2024-11-17,17.9,9.7,0.3,4.12,16.8
2024-11-18,18.5,7.5,0.0,4.4,13.0
2024-11-19,19.2,8.6,0.0,4.04,17.8
2024-11-20,17.2,9.9,6.1,2.85,25.7
2024-11-21,14.6,7.8,2.7,2.73,36.0
2024-11-22,16.3,7.6,0.0,4.05,29.4
2024-11-23,15.4,11.2,0.1,2.78,23.8
2024-11-24,18.4,8.5,0.3,4.01,17.7
2024-11-25,16.5,8.2,1.0,2.28,22.7
2024-11-26,19.1,13.9,2.4,2.06,25.3
2024-11-27,19.5,10.5,0.0,2.92,21.2
2024-11-28,20.6,13.9,0.0,4.5,18.6
2024-11-29,20.4,13.9,1.0,2.8,19.7
2024-11-30,18.9,14.7,3.7,1.41,22.7
2024-12-01,20.0,13.2,5.9,2.67,19.2
2024-12-02,22.2,11.6,0.7,3.66,11.1
2024-12-03,22.5,12.8,0.5,4.19,16.6
2024-12-04,22.4,14.1,0.1,4.11,21.5
2024-12-05,20.7,13.4,0.8,2.59,24.5
2024-12-06,23.5,12.9,0.0,5.04,24.3
2024-12-07,20.4,12.4,0.7,3.48,17.3
2024-12-08,19.4,11.3,3.2,2.76,22.7
2024-12-09,19.3,14.0,14.3,1.21,26.1
2024-12-10,18.8,9.3,0.0,3.78,19.0
2024-12-11,22.6,8.6,0.0,4.54,11.4
2024-12-12,19.6,14.9,18.6,1.52,20.1
2024-12-13,20.6,13.4,2.0,4.53,23.4
2024-12-14,23.8,13.4,0.0,4.54,13.6
2024-12-15,25.1,13.2,0.0,5.24,13.5
2024-12-16,22.0,12.6,0.1,3.16,17.3
2024-12-17,20.1,10.5,1.1,4.73,21.5
2024-12-18,21.5,7.8,0.2,4.61,25.0
2024-12-19,24.4,10.2,1.2,4.74,17.0
2024-12-20,21.4,15.3,2.5,4.46,19.6
2024-12-21,19.1,14.1,23.1,2.71,29.0
2024-12-22,21.3,15.1,5.7,3.93,16.8
2024-12-23,21.0,13.8,3.0,4.18,22.6
2024-12-24,22.9,12.8,0.0,4.53,16.8
2024-12-25,20.8,10.5,3.9,3.31,14.3
2024-12-26,20.0,14.7,23.4,2.91,21.7
2024-12-27,19.6,12.2,0.0,4.89,41.9
2024-12-28,23.0,10.3,0.0,5.6,27.1
2024-12-29,23.9,10.1,0.0,5.28,17.1
2024-12-30,20.0,12.6,1.3,3.62,27.9
2024-12-31,19.1,12.2,1.3,3.39,37.0
2025-01-01,19.5,11.4,0.3,3.57,23.0
2025-01-02,20.1,11.8,0.7,3.68,26.1
2025-01-03,18.7,11.2,3.8,2.92,27.1
2025-01-04,18.7,11.2,1.6,3.78,36.0
2025-01-05,17.5,8.6,0.0,3.84,20.2
2025-01-06,18.3,10.9,0.0,3.74,33.7
2025-01-07,21.8,11.6,0.0,4.39,29.6
2025-01-08,21.1,11.2,1.6,3.18,26.3
2025-01-09,23.1,10.6,0.0,5.32,21.2
2025-01-10,22.2,13.3,0.4,5.98,25.7
2025-01-11,21.4,10.6,3.0,4.94,21.8
2025-01-12,20.5,9.1,1.8,5.43,25.4
2025-01-13,21.4,9.6,0.0,5.37,26.5
2025-01-14,23.3,9.6,0.0,5.68,26.0
2025-01-15,24.8,9.6,0.0,5.02,20.5
2025-01-16,24.5,10.6,0.0,4.93,24.2
2025-01-17,24.9,15.4,0.2,4.62,21.0
2025-01-18,22.5,15.8,0.9,4.13,18.5
2025-01-19,25.0,14.4,0.0,5.86,25.4
2025-01-20,24.8,12.7,0.0,5.67,23.9
2025-01-21,20.4,15.2,11.3,2.25,21.6
2025-01-22,24.5,15.3,2.8,4.24,11.3
2025-01-23,23.8,13.9,0.0,4.46,21.6
2025-01-24,24.9,14.9,0.2,4.36,14.8
2025-01-25,27.1,14.6,4.3,5.04,30.4
2025-01-26,20.0,16.9,28.8,1.44,33.8
2025-01-27,20.1,12.2,0.3,4.54,35.1
2025-01-28,21.4,9.0,0.0,4.83,10.7
2025-01-29,21.0,13.4,0.8,3.85,19.3
2025-01-30,21.2,11.8,2.1,2.7,12.8
2025-01-31,22.7,12.6,0.4,3.51,9.9
2025-02-01,24.4,13.3,0.3,4.45,15.3
2025-02-02,25.4,14.2,0.4,4.72,14.3
2025-02-03,23.5,13.4,0.3,3.94,14.1
2025-02-04,25.2,13.4,0.0,4.65,17.6
2025-02-05,24.8,12.5,0.1,4.1,18.9
2025-02-06,25.3,11.2,0.0,4.87,20.2
2025-02-07,24.8,15.8,0.4,4.6,16.7
2025-02-08,24.3,14.3,1.8,4.17,14.4
2025-02-09,24.4,14.1,0.8,4.72,18.6
2025-02-10,24.4,13.9,0.9,3.55,13.8
2025-02-11,24.4,14.6,9.6,3.85,13.4
2025-02-12,24.1,11.9,0.0,4.81,11.4
2025-02-13,24.3,13.4,0.1,4.14,15.7
2025-02-14,24.2,14.2,0.8,4.51,17.4
2025-02-15,22.4,14.2,0.0,4.3,24.1
2025-02-16,22.0,15.7,0.1,2.98,23.6
2025-02-17,23.5,17.8,2.9,2.48,34.2
2025-02-18,24.3,17.0,2.0,3.82,22.8
2025-02-19,21.5,15.4,4.0,1.86,22.0
2025-02-20,24.4,15.6,2.4,4.2,13.3
2025-02-21,21.6,13.8,1.4,3.53,27.0
2025-02-22,23.0,10.9,0.0,4.55,21.9
2025-02-23,21.7,11.5,0.3,3.64,19.0
2025-02-24,24.9,10.5,0.0,4.21,13.9
2025-02-25,23.6,12.8,0.1,4.16,17.4
2025-02-26,22.5,11.9,0.1,3.16,15.4
2025-02-27,25.1,13.1,0.0,4.02,17.6
2025-02-28,25.5,13.6,0.5,3.93,22.1
2025-03-01,24.0,15.0,1.4,3.95,16.5
2025-03-02,23.0,12.4,0.0,3.28,18.5
2025-03-03,23.9,14.1,0.1,3.87,19.1
2025-03-04,20.6,14.2,11.5,1.68,18.5
2025-03-05,18.4,10.4,0.0,3.96,31.0
2025-03-06,18.9,7.0,0.0,4.16,19.3
2025-03-07,21.2,6.2,0.0,4.09,20.1
2025-03-08,20.1,8.2,1.0,2.62,22.0
2025-03-09,22.8,10.0,0.0,4.09,20.7
2025-03-10,24.2,9.7,0.0,4.17,13.5
2025-03-11,21.9,11.0,0.0,3.71,26.1
2025-03-12,21.6,13.4,0.6,3.77,24.2
2025-03-13,22.9,11.9,0.0,3.95,17.3
2025-03-14,23.6,8.2,0.0,3.9,16.2
2025-03-15,20.7,9.2,0.4,2.78,19.2
2025-03-16,23.5,10.0,0.0,2.89,15.7
2025-03-17,23.5,15.0,1.9,2.49,19.6
2025-03-18,21.1,13.8,7.2,1.93,31.8
2025-03-19,16.2,10.3,8.0,1.26,12.0
2025-03-20,21.9,9.7,0.0,3.3,19.0
2025-03-21,23.5,9.3,0.0,3.3,16.0
2025-03-22,21.5,10.8,0.0,3.25,13.9
2025-03-23,20.9,10.5,0.4,2.97,19.2
2025-03-24,22.4,12.9,0.0,2.53,14.8
2025-03-25,22.2,12.7,0.8,2.74,15.9
2025-03-26,22.5,10.1,0.0,3.08,11.1
2025-03-27,20.8,10.1,0.0,2.71,21.1
2025-03-28,21.0,13.8,1.1,2.71,20.2
2025-03-29,22.0,12.5,0.0,3.21,16.7
2025-03-30,21.2,11.2,0.1,2.66,10.3
2025-03-31,21.0,10.8,0.0,2.69,15.1
2025-04-01,21.3,10.3,0.0,2.65,17.9
2025-04-02,19.7,14.5,1.7,1.74,24.3
2025-04-03,17.5,15.8,8.9,1.09,29.8
2025-04-04,19.5,15.7,16.1,0.6,35.7
2025-04-05,20.1,11.7,0.9,2.37,20.4
2025-04-06,19.5,10.6,5.4,2.04,19.0
2025-04-07,18.2,13.7,3.3,1.97,25.8
2025-04-08,17.4,11.9,6.8,1.61,28.5
2025-04-09,17.0,8.8,0.0,2.39,22.9
2025-04-10,17.4,5.2,0.0,2.06,6.5
2025-04-11,18.2,5.8,0.0,2.14,12.9
2025-04-12,18.4,7.2,0.0,2.39,14.4
2025-04-13,21.6,8.1,0.0,2.59,10.0
2025-04-14,20.1,7.9,0.0,2.47,7.8
2025-04-15,21.0,9.2,0.0,2.91,24.8
2025-04-16,19.0,14.1,2.8,2.68,29.1
2025-04-17,18.8,14.8,12.3,2.12,39.8
2025-04-18,20.2,17.3,9.6,0.99,37.1
2025-04-19,20.6,17.1,25.6,1.19,30.2
2025-04-20,21.3,16.5,18.6,1.49,25.9
2025-04-21,20.1,15.9,2.8,1.07,13.3
2025-04-22,19.6,12.7,0.5,1.73,14.5
2025-04-23,19.2,9.4,0.1,2.33,16.3
2025-04-24,15.9,7.1,0.0,2.16,13.2
2025-04-25,16.9,7.3,0.0,1.84,19.8
2025-04-26,18.0,12.1,0.1,1.7,23.6
2025-04-27,18.9,13.6,0.5,1.4,18.9
2025-04-28,20.5,15.1,0.8,1.69,17.6
2025-04-29,21.0,14.4,0.2,2.12,27.3
2025-04-30,19.5,15.5,16.6,1.1,30.4
2025-05-01,16.0,11.9,9.9,0.87,31.8
2025-05-02,15.4,8.6,0.0,1.96,20.8
2025-05-03,16.0,8.1,0.0,2.08,22.7
2025-05-04,16.1,5.2,0.0,1.79,15.7
2025-05-05,15.1,4.4,0.0,1.71,5.3
2025-05-06,14.4,2.7,0.0,1.59,6.6
2025-05-07,16.4,5.1,0.0,1.52,5.8
2025-05-08,17.5,6.2,4.9,1.01,22.0
2025-05-09,16.9,12.4,76.7,0.33,27.5
2025-05-10,15.6,7.5,0.0,1.6,17.8
2025-05-11,16.8,5.2,0.0,1.57,10.1
2025-05-12,15.9,4.0,0.0,1.47,5.6
2025-05-13,16.2,6.7,0.4,1.14,23.4
2025-05-14,16.5,8.8,0.0,1.31,13.3
2025-05-15,16.0,6.8,0.0,1.51,22.8
2025-05-16,17.2,10.4,0.5,1.18,19.3
2025-05-17,16.4,7.4,0.3,1.22,16.2
2025-05-18,17.9,13.0,29.6,0.71,25.0
2025-05-19,15.2,6.8,0.7,1.49,24.2
2025-05-20,14.6,4.4,0.0,1.36,22.9
2025-05-21,14.0,2.4,0.0,1.28,8.8
2025-05-22,13.4,1.2,0.2,1.11,8.6
2025-05-23,14.8,6.3,0.9,1.25,13.2
2025-05-24,14.4,5.2,0.0,1.34,14.1
2025-05-25,15.7,6.3,0.0,1.39,19.6
2025-05-26,15.9,9.7,12.5,0.76,22.1
2025-05-27,16.8,9.9,11.6,0.96,10.3
2025-05-28,15.0,8.6,21.5,0.32,26.6
2025-05-29,14.8,11.0,19.8,0.53,27.1
2025-05-30,15.4,11.4,0.9,1.35,32.7
2025-05-31,15.5,11.7,0.0,1.82,32.7
2025-06-01,15.4,9.1,0.0,1.71,30.2
2025-06-02,15.1,6.9,0.2,1.16,22.4
2025-06-03,14.8,7.6,0.4,0.99,12.3
2025-06-04,17.0,7.2,53.3,0.37,32.3
2025-06-05,16.1,8.8,1.5,0.82,28.6
2025-06-06,11.4,7.8,9.5,0.86,10.8
2025-06-07,10.9,2.2,0.0,1.15,14.9
2025-06-08,11.4,2.3,0.5,1.15,13.8
2025-06-09,12.1,4.9,5.7,0.69,10.1
2025-06-10,12.4,2.7,23.1,0.75,28.3
2025-06-11,16.3,10.0,18.8,0.76,27.3
2025-06-12,14.3,10.1,5.0,0.63,15.6
2025-06-13,14.4,8.7,5.6,0.82,18.6
2025-06-14,13.9,6.9,0.0,0.95,12.9
2025-06-15,13.0,5.0,1.0,1.04,12.2
2025-06-16,13.5,3.8,0.0,1.16,14.9
2025-06-17,12.6,2.7,0.0,1.12,9.6
2025-06-18,11.8,0.6,0.1,0.86,8.3
2025-06-19,12.0,2.3,21.4,0.43,17.2
2025-06-20,13.6,7.6,0.5,0.84,21.1
2025-06-21,12.1,4.1,0.0,0.99,12.0
2025-06-22,11.5,2.4,0.0,1.13,23.0
2025-06-23,14.1,6.8,0.4,1.38,29.4
2025-06-24,13.2,3.9,0.0,0.98,9.9
2025-06-25,12.4,3.4,0.0,0.92,19.4
2025-06-26,15.7,9.5,6.0,0.74,31.8
2025-06-27,14.8,11.1,35.6,0.39,43.6
2025-06-28,12.7,11.2,11.8,0.51,23.7
2025-06-29,13.9,9.5,1.3,1.02,27.1
2025-06-30,13.8,6.9,0.0,1.06,26.9
2025-07-01,11.9,3.8,0.0,0.98,10.0
2025-07-02,13.7,3.5,0.5,0.96,25.0
2025-07-03,15.6,11.6,40.7,0.5,34.5
2025-07-04,15.9,12.8,36.8,0.56,22.0
2025-07-05,15.4,9.0,13.0,0.68,19.2
2025-07-06,12.8,5.2,0.0,1.08,13.0
2025-07-07,10.6,1.4,0.0,0.81,5.8
2025-07-08,12.0,1.5,0.0,1.04,9.4
2025-07-09,11.8,6.5,0.4,0.93,21.0
2025-07-10,13.5,9.9,1.1,0.6,22.0
2025-07-11,13.1,11.1,88.1,0.44,42.3
2025-07-12,13.8,7.8,9.2,0.72,16.1
2025-07-13,13.0,7.3,6.8,0.58,21.9
2025-07-14,13.4,5.6,0.5,0.9,9.7
2025-07-15,11.3,5.2,4.6,0.55,23.3
2025-07-16,13.2,8.1,1.4,1.43,32.1
2025-07-17,9.8,6.8,16.9,0.5,21.3
2025-07-18,11.8,3.0,6.0,1.07,23.6
2025-07-19,12.1,0.3,0.0,1.01,8.3
2025-07-20,11.8,2.5,0.3,1.2,13.7
2025-07-21,11.2,1.5,0.0,1.21,14.8
2025-07-22,9.6,-1.9,0.0,1.12,11.1
2025-07-23,12.4,-2.0,0.0,1.29,11.4
2025-07-24,12.1,-2.4,0.0,1.34,9.3
2025-07-25,12.1,-2.2,0.0,1.35,7.9
2025-07-26,12.9,0.9,0.2,0.99,21.6
2025-07-27,13.2,2.8,0.0,1.16,18.9
2025-07-28,13.5,4.5,0.0,1.34,33.7
2025-07-29,13.4,10.9,65.8,0.58,40.4
2025-07-30,13.8,8.3,14.2,0.86,24.7
2025-07-31,13.2,4.8,1.4,1.01,7.5
2025-08-01,12.2,4.0,0.0,1.32,15.4
2025-08-02,12.4,-0.5,0.0,1.31,18.3
2025-08-03,11.9,0.9,0.0,1.42,13.8
2025-08-04,12.1,0.9,0.0,1.34,10.5
2025-08-05,12.7,4.3,0.0,1.3,18.1
2025-08-06,12.9,3.3,0.0,1.39,23.2
2025-08-07,13.1,6.3,0.2,1.04,24.7
2025-08-08,12.3,8.4,22.0,0.7,28.4
2025-08-09,10.2,3.8,0.1,1.57,29.7
2025-08-10,10.3,3.0,0.0,1.58,34.3
2025-08-11,11.2,-0.1,0.0,1.51,12.7
2025-08-12,12.2,-0.7,0.1,1.42,11.5
2025-08-13,12.4,2.5,0.2,1.61,8.4
2025-08-14,12.2,-0.2,0.1,1.65,12.5
2025-08-15,12.4,0.2,0.0,1.55,12.0
2025-08-16,12.6,-0.1,2.2,1.24,24.9
2025-08-17,14.2,6.8,25.2,0.73,21.2
2025-08-18,13.9,4.7,9.6,0.97,23.7
2025-08-19,10.9,4.8,7.6,1.21,25.5
2025-08-20,11.4,2.6,0.0,1.92,30.6
2025-08-21,12.7,0.8,0.0,1.84,12.9
2025-08-22,12.0,2.2,0.6,1.68,9.2
2025-08-23,11.4,0.3,0.5,1.51,12.1
2025-08-24,13.0,4.3,0.8,1.37,19.4
2025-08-25,14.4,6.1,0.5,1.75,17.5
2025-08-26,15.1,4.6,0.0,1.99,17.1
2025-08-27,16.9,4.8,0.0,1.96,19.5
2025-08-28,14.9,3.0,10.5,1.41,20.8
2025-08-29,12.6,8.9,6.5,1.39,34.1
2025-08-30,13.1,8.1,5.6,1.26,23.4
2025-08-31,11.8,8.6,16.6,0.97,46.3
2025-09-01,13.5,8.6,0.4,2.28,33.2
2025-09-02,13.3,8.8,1.5,1.65,30.8
2025-09-03,14.4,3.5,0.0,2.1,11.4
2025-09-04,14.6,4.4,0.5,1.78,15.5
2025-09-05,15.1,6.9,2.8,1.49,25.1
2025-09-06,12.6,5.3,11.7,0.9,23.6
2025-09-07,12.6,4.6,0.4,1.96,34.0
2025-09-08,13.4,0.8,0.0,2.32,11.5
2025-09-09,13.2,2.5,0.2,2.05,16.7
2025-09-10,13.8,7.2,15.7,1.66,33.2
2025-09-11,12.6,6.9,0.1,2.08,24.2
2025-09-12,10.1,6.2,33.6,0.85,34.4
2025-09-13,12.7,8.4,6.7,1.76,40.8
2025-09-14,13.4,8.5,2.2,2.05,40.9
2025-09-15,14.1,5.9,0.8,1.72,27.5
2025-09-16,15.6,10.3,0.4,2.03,31.0
2025-09-17,15.4,11.8,1.1,1.9,23.4
2025-09-18,13.8,9.4,25.4,0.66,32.3
2025-09-19,13.6,5.2,1.6,2.37,20.5
2025-09-20,12.9,1.8,0.0,2.57,18.1
2025-09-21,13.8,5.2,0.7,1.47,36.1
2025-09-22,14.1,11.2,7.3,0.93,26.4
2025-09-23,14.6,11.6,12.6,0.69,26.7
2025-09-24,14.8,12.6,39.9,0.59,23.8
2025-09-25,14.9,8.4,0.9,1.99,25.0
2025-09-26,14.4,5.9,7.0,1.93,26.1
2025-09-27,16.7,6.1,2.0,2.58,13.4
2025-09-28,18.3,10.4,0.9,2.23,18.5
2025-09-29,15.1,8.5,3.9,1.17,24.5
2025-09-30,13.8,4.7,0.1,2.29,19.9
2025-10-01,14.0,6.3,0.4,1.85,31.2
2025-10-02,16.5,6.6,5.1,1.49,20.0
2025-10-03,16.7,13.2,13.6,0.76,14.5
2025-10-04,15.6,10.0,17.4,1.98,24.7
2025-10-05,14.9,8.4,0.8,2.72,21.4
2025-10-06,15.4,9.5,1.2,2.25,26.0
2025-10-07,13.8,9.4,11.9,2.0,38.6
2025-10-08,14.0,6.9,0.1,2.26,21.4
2025-10-09,15.7,6.4,2.2,1.72,16.8
2025-10-10,18.1,13.6,0.6,1.91,23.0
2025-10-11,18.0,13.5,1.1,1.83,28.3
2025-10-12,16.4,14.5,10.7,1.42,29.5
2025-10-13,17.2,14.2,29.7,0.98,34.1
2025-10-14,17.9,9.9,38.7,1.64,32.8
2025-10-15,13.9,6.8,0.8,2.3,24.5
2025-10-16,15.6,9.1,0.3,2.64,28.7
2025-10-17,17.7,6.0,0.0,3.58,12.1
2025-10-18,16.1,5.9,0.2,2.56,17.4
2025-10-19,17.0,7.6,2.6,2.09,27.6
2025-10-20,18.3,6.0,0.5,2.41,22.8
2025-10-21,17.5,14.0,6.9,1.47,34.4
2025-10-22,18.5,10.4,1.1,3.9,16.8
2025-10-23,17.6,9.8,13.9,0.88,29.8
2025-10-24,16.5,7.6,0.7,3.34,18.8
2025-10-25,14.7,5.8,0.1,2.51,23.5
2025-10-26,14.4,8.9,2.2,3.05,27.0
2025-10-27,16.6,12.4,12.8,1.37,31.5
2025-10-28,15.9,8.2,25.8,1.85,35.5
2025-10-29,14.8,8.2,0.5,2.9,31.2
2025-10-30,15.6,7.2,0.0,2.96,17.1
2025-10-31,16.0,7.6,0.0,3.15,26.1
2025-11-01,18.1,5.5,1.0,3.46,18.3
2025-11-02,17.1,8.8,0.8,2.53,12.3
2025-11-03,19.0,6.9,0.0,3.86,7.7
2025-11-04,19.0,7.6,0.0,4.32,17.0
2025-11-05,21.5,6.1,0.0,4.34,11.7
2025-11-06,20.9,8.4,0.3,3.43,14.0
2025-11-07,22.0,9.9,1.1,4.07,12.3
2025-11-08,22.8,11.7,0.5,4.68,13.7
2025-11-09,22.7,10.5,0.0,4.71,14.3
2025-11-10,21.0,12.4,4.3,2.43,21.0
2025-11-11,19.2,11.9,3.8,3.24,17.6
2025-11-12,19.0,12.1,32.8,2.36,34.8
2025-11-13,18.8,11.8,4.5,3.58,43.8
2025-11-14,17.2,10.9,1.2,3.52,26.4
2025-11-15,17.1,8.2,3.5,3.37,25.9
2025-11-16,18.7,5.8,0.0,4.71,12.8
2025-11-17,20.8,8.6,0.0,3.79,24.5
2025-11-18,21.1,13.6,16.2,2.22,29.7
2025-11-19,21.2,15.1,28.4,1.74,25.2
2025-11-20,20.5,13.2,0.9,3.04,15.4
2025-11-21,23.4,11.6,0.0,4.43,17.2
2025-11-22,22.0,9.1,0.0,4.57,12.6
2025-11-23,20.5,12.4,0.7,3.91,17.7
2025-11-24,21.2,11.6,0.0,4.79,13.2
2025-11-25,21.0,13.4,0.5,3.93,21.9
2025-11-26,22.4,14.6,1.1,3.73,19.0
2025-11-27,23.2,15.4,1.8,3.8,20.3
2025-11-28,21.4,13.2,3.6,2.57,22.0
2025-11-29,21.2,10.9,0.0,4.93,20.4
2025-11-30,20.4,9.4,31.7,2.58,20.8
2025-12-01,19.8,12.9,0.1,4.33,21.5
2025-12-02,22.8,10.7,1.3,4.47,16.7
2025-12-03,21.9,13.6,33.9,2.59,21.9
2025-12-04,17.7,11.6,0.8,4.06,36.6
2025-12-05,18.9,12.6,0.3,3.75,27.3
2025-12-06,22.7,11.3,0.0,4.94,18.5
2025-12-07,24.7,12.3,0.0,5.46,17.2
2025-12-08,25.8,11.8,0.0,5.82,11.2
2025-12-09,26.2,13.8,0.0,5.64,12.7
2025-12-10,25.9,12.1,0.0,5.47,13.5
2025-12-11,25.4,12.3,0.1,5.36,14.1
2025-12-12,22.5,11.8,0.0,4.81,23.8
2025-12-13,22.6,8.6,0.0,5.34,16.6
2025-12-14,21.0,10.2,0.0,5.02,17.3
2025-12-15,21.9,10.5,0.0,4.44,21.4
2025-12-16,21.4,13.2,19.8,2.61,27.1
2025-12-17,15.9,9.6,2.6,3.67,26.1
2025-12-18,18.5,8.4,0.7,4.05,21.5
2025-12-19,18.2,12.9,3.2,3.04,27.4
2025-12-20,17.0,12.1,1.1,3.29,26.9
2025-12-21,17.6,10.3,0.1,3.56,24.6
2025-12-22,19.6,8.5,1.0,2.88,13.2
2025-12-23,20.5,16.2,9.1,1.62,33.8
2025-12-24,20.8,12.1,13.0,3.94,32.6
2025-12-25,21.0,9.2,0.1,5.17,14.4
2025-12-26,21.5,10.8,4.4,3.09,23.2
2025-12-27,19.4,12.6,2.2,3.18,15.4
2025-12-28,20.5,10.1,0.7,4.29,15.7
2025-12-29,20.0,13.0,6.7,3.07,54.2
2025-12-30,23.0,16.0,9.0,4.43,35.4
2025-12-31,20.6,15.9,15.9,2.77,32.4
2026-01-01,20.2,14.7,5.2,3.19,18.6
2026-01-02,21.4,14.1,4.0,4.61,12.7
2026-01-03,19.5,14.2,33.2,2.43,18.4
2026-01-04,22.2,12.4,0.7,4.63,11.2
2026-01-05,23.9,13.4,0.6,4.89,15.1
2026-01-06,22.8,12.1,0.3,4.79,15.3
2026-01-07,22.7,12.7,0.1,5.04,20.1
2026-01-08,23.9,13.4,0.0,4.53,21.9
2026-01-09,21.9,14.9,0.3,3.89,30.9
2026-01-10,23.0,15.1,0.0,4.65,21.5
2026-01-11,24.0,13.2,0.0,5.15,16.7
2026-01-12,21.0,13.5,0.6,3.81,21.5
2026-01-13,23.7,11.1,0.3,4.78,22.4
2026-01-14,24.2,16.5,2.5,4.12,17.7
2026-01-15,22.8,16.9,20.5,2.04,21.4
2026-01-16,22.0,15.1,16.4,3.71,21.3
2026-01-17,22.6,12.1,0.4,4.27,20.2
2026-01-18,20.0,13.2,3.4,3.98,22.6
2026-01-19,22.9,14.7,0.0,4.62,27.1
2026-01-20,17.1,15.0,22.5,1.95,25.2
2026-01-21,16.9,15.4,38.0,1.36,33.6
2026-01-22,21.0,17.5,3.9,1.94,37.2
2026-01-23,20.2,14.9,4.3,3.27,26.3
2026-01-24,16.3,12.1,7.6,2.4,38.5
2026-01-25,17.8,12.9,8.4,2.57,35.1
2026-01-26,18.2,13.0,2.4,2.55,21.5
2026-01-27,19.9,11.2,1.0,3.53,10.3
2026-01-28,22.2,12.2,0.7,4.32,15.1
2026-01-29,22.1,12.9,0.0,4.42,19.9
2026-01-30,23.7,13.9,0.0,4.78,17.1
2026-01-31,24.3,13.4,0.2,4.57,14.5
2026-02-01,22.5,11.4,0.0,4.71,9.9
2026-02-02,23.8,12.9,4.4,1.82,22.7
2026-02-03,21.1,15.9,3.3,2.87,24.8
2026-02-04,22.4,15.1,3.4,3.71,11.5
2026-02-05,23.0,12.4,0.0,4.17,14.9
2026-02-06,20.2,13.2,0.2,3.88,23.1
2026-02-07,22.8,13.5,0.1,3.35,26.1
2026-02-08,23.0,14.8,0.1,4.42,21.5
2026-02-09,23.6,14.6,0.2,3.67,14.1
2026-02-10,23.9,16.1,0.2,4.06,11.0
2026-02-11,25.4,15.8,0.1,4.59,10.3
2026-02-12,23.7,14.9,1.0,4.42,23.3
2026-02-13,22.8,18.3,45.8,1.54,27.3
2026-02-14,22.0,16.6,8.1,1.91,22.9
2026-02-15,16.8,12.6,15.4,2.48,39.7
2026-02-16,18.8,12.6,8.5,2.25,28.2
